Date,Open,High,Low,Close,Volume
1996-04-11,609.11,612.16,597.42,604.07,92120690
1996-04-12,604.07,607.16,602.03,605.05,83406897
1996-04-15,605.05,611.55,605.05,611.08,79631034
1996-04-16,611.08,625.99,611.08,625.94,105848276
1996-04-17,625.93,627.38,618.39,620.71,99620690
1996-04-18,620.71,648.15,620.71,633.44,99537931
1996-04-19,633.44,638.72,632.15,633.01,102262069
1996-04-22,633.01,644.4,633.01,644.29,100446552
1996-04-23,644.29,654.63,643.02,654.49,112101724
1996-04-24,654.49,664.01,654.49,664.01,125624138
1996-04-25,664.01,666.84,657.99,666.68,124274138
1996-04-26,666.68,669.74,664.48,666.65,110913793
1996-04-29,666.65,668.31,663.96,667,95513793
1996-04-30,667,667.04,662.79,666.73,104274138
1996-05-01,666.73,673.88,665.34,673.36,112805172
1996-05-02,673.36,673.55,656.62,656.73,111543103
1996-05-03,656.73,670.24,656.73,661.07,121589655
1996-05-06,661.07,665.07,655.95,662.93,117267241
1996-05-07,662.93,665.6,658.61,660.82,139051724
1996-05-08,660.82,663.53,646.02,663.53,130503448
1996-05-09,663.43,666.69,660.55,662.54,109605172
1996-05-10,662.54,672.59,662.54,672.54,104486207
1996-05-13,672.54,688.76,672.54,688.52,102632759
1996-05-14,688.52,697.49,688.52,695.43,119000000
1996-05-15,695.43,700.65,690.14,690.16,118618966
1996-05-16,690.15,695.27,683.95,695.25,107060345
1996-05-17,695.25,699.55,690.81,690.81,108734483
1996-05-20,690.81,696.83,690.81,693.27,101677586
1996-05-21,693.27,696.51,687.86,687.86,119048276
1996-05-22,687.86,691.08,684.16,688.43,119551724
1996-05-23,688.43,695.36,687.45,692.09,130681034
1996-05-24,692.09,693.85,688.74,688.91,105220690
1996-05-28,688.91,692.43,683.85,685.07,110884483
1996-05-29,685.07,686.73,674.65,677.09,109672414
1996-05-30,677.09,685.51,675.03,684.04,104315517
1996-05-31,684.04,694.27,684.04,692.39,104774138
1996-06-03,692.39,693.96,687.04,689.25,90546552
1996-06-04,689.25,693.74,687.72,692.59,111329310
1996-06-05,692.59,700.3,689.67,699.35,112058621
1996-06-06,699.35,704.09,687.01,687.01,116187931
1996-06-07,687.01,691.54,673.32,691.46,103617241
1996-06-10,691.46,693.35,687.77,688.84,82150000
1996-06-11,688.84,696.57,688.84,690.94,95568966
1996-06-12,690.94,702.14,690.94,697.16,93789655
1996-06-13,697.16,698.32,686.51,691.84,97322414
1996-06-14,691.84,691.84,681.07,681.13,87910345
1996-06-17,681.14,684.26,676.84,678.44,77268966
1996-06-18,678.44,680.16,665.28,666.07,107129310
1996-06-19,666.07,673.75,665.26,667.72,103553448
1996-06-20,667.71,671.75,648.93,664.45,115487931
1996-06-21,664.5,673.39,664.5,672.53,93122414
1996-06-24,672.53,680.62,671.18,677.17,86287931
1996-06-25,677.17,678.55,667.68,668.04,95458621
1996-06-26,668.04,669.06,651.72,659.69,104368966
1996-06-27,659.69,671.48,654.59,671.15,97587931
1996-06-28,671.15,681.69,671.15,677.3,108408621
1996-07-01,677.4,687.95,677.33,687.07,86525862
1996-07-02,687.07,687.07,680.14,680.17,89246552
1996-07-03,680.17,680.71,673.3,673.84,86089655
1996-07-05,673.84,673.84,657.68,657.68,37275862
1996-07-08,657.68,665.12,655.52,656,76965517
1996-07-09,656,664.2,656,660.76,83948276
1996-07-10,660.76,660.76,649.33,657.45,92760345
1996-07-11,657.45,657.45,625.44,635.78,119815517
1996-07-12,635.78,642.86,625.09,635.06,93368966
1996-07-15,635.06,635.06,606.07,606.89,101208621
1996-07-16,606.89,615.82,572.79,614.25,151263793
1996-07-17,614.25,634.42,614.25,631.3,120886207
1996-07-18,631.3,644.11,628.17,643.74,110403448
1996-07-19,643.75,643.75,627.94,633.05,91656897
1996-07-22,633.05,633.05,618.92,624.03,72260345
1996-07-23,624.03,627.6,595.8,598.34,103110345
1996-07-24,598.33,609.86,577.81,605.05,116905172
1996-07-25,605.05,620.55,605.05,620.39,93431034
1996-07-26,620.39,633.68,620.39,633.39,81575862
1996-07-29,633.39,637.05,620.42,620.51,72031034
1996-07-30,620.51,630.4,617.68,630.32,72150000
1996-07-31,630.32,640.2,628.3,636.01,82968966
1996-08-01,636.01,651.9,635.36,651.07,86317241
1996-08-02,651.07,670.59,651.07,667.84,99524138
1996-08-05,667.84,670.98,660,661.02,67970690
1996-08-06,661.02,671.74,655.27,671.69,77593103
1996-08-07,671.69,682.48,668.63,682.37,92093103
1996-08-08,682.33,682.33,676.34,677.52,81051724
1996-08-09,677.52,682.27,671.44,678.31,78856897
1996-08-12,678.31,681.92,670.39,679.39,63231034
1996-08-13,679.39,679.39,666.57,669.1,69868966
1996-08-14,669.1,678.37,669.1,677.17,73900000
1996-08-15,677.17,680.65,673.99,677.09,78922414
1996-08-16,677.09,680.74,671.92,672.28,72543103
1996-08-19,672.28,673,660.04,670.25,60374138
1996-08-20,670.25,671.48,662.73,662.87,70029310
1996-08-21,662.87,670.41,658.47,667.42,71817241
1996-08-22,667.42,681.63,667.42,681.63,85353448
1996-08-23,681.63,685.15,677.19,677.57,74882759
1996-08-26,677.57,678.48,671.69,672.92,72774138
1996-08-27,672.86,679.08,672.86,679.05,84677586
1996-08-28,679.05,681.41,676.8,679.67,79572414
1996-08-29,679.67,679.67,670.34,671.1,72412069
1996-08-30,671.1,672.86,663.17,663.57,58036207
1996-09-03,663.57,669.41,650.48,669.29,68018966
1996-09-04,669.29,672.34,666.25,669.2,75831034
1996-09-05,669.2,669.2,652.29,652.32,79650000
1996-09-06,652.32,666.88,652.32,664.22,81210345
1996-09-09,664.22,672.09,663.53,671.98,75346552
1996-09-10,671.98,674.45,666.05,671.65,82608621
1996-09-11,671.65,676.5,666.03,675.12,83968966
1996-09-12,675.12,687.4,674.73,685.65,93706897
1996-09-13,685.65,707.91,685.65,707.86,110096552
1996-09-16,707.86,715.85,706.65,709.22,99227586
1996-09-17,709.22,724.2,709.22,722.5,109003448
1996-09-18,722.5,735.68,716.72,727.63,95332759
1996-09-19,727.63,738.44,725.22,736.76,97117241
1996-09-20,736.76,745.6,733.16,743.42,101820690
1996-09-23,743.42,743.42,731.3,733.41,63151724
1996-09-24,733.41,741.35,731.59,736.61,100589655
1996-09-25,736.59,746.09,736.59,745.69,107343103
1996-09-26,745.73,757.83,741.57,744.61,124451724
1996-09-27,744.61,747.43,740.94,744.73,96817241
1996-09-30,744.73,748.87,737.14,737.57,90394828
1996-10-01,737.58,739.96,727.14,734.5,93539655
1996-10-02,734.5,749.94,734.5,747.55,99412069
1996-10-03,747.55,752.06,743.28,743.28,99205172
1996-10-04,743.28,759.13,743.28,759.12,97022414
1996-10-07,759.12,765.58,757.81,764.82,82874138
1996-10-08,764.96,770.74,752.95,753.24,96856897
1996-10-09,753.24,763.84,750.15,753.97,97627586
1996-10-10,753.97,760.06,749.1,751.44,99846552
1996-10-11,751.44,765.7,751.44,765.64,90829310
1996-10-14,765.64,772.85,765.32,771.99,75587931
1996-10-15,771.99,794.08,770.31,775.08,98486207
1996-10-16,775.08,775.08,762.37,767.64,94267241
1996-10-17,767.64,772.96,755.8,755.8,100024138
1996-10-18,755.77,758.49,751.6,756.83,94117241
1996-10-21,756.83,764.64,743.15,746.28,84334483
1996-10-22,746.28,746.66,730.55,736.64,103515517
1996-10-23,736.64,750.59,732.63,749.7,94794828
1996-10-24,749.7,760.05,747.26,748.41,93406897
1996-10-25,748.41,754.1,743.35,743.55,95115517
1996-10-28,743.55,753.19,741.33,741.64,86637931
1996-10-29,741.64,749.04,730.45,731.21,94731034
1996-10-30,731.21,742.26,731.21,736.36,92675862
1996-10-31,736.36,752.63,736.36,751.99,97822414
1996-11-01,751.99,760.13,748.97,755.51,93865517
1996-11-04,755.51,758.5,751.45,756.23,75279310
1996-11-05,756.23,774.03,756.23,769.91,97910345
1996-11-06,769.9,786.94,767.08,786.9,107231034
1996-11-07,786.9,800.87,785.08,795.42,112275862
1996-11-08,795.42,798.85,787.82,798.66,93725862
1996-11-11,798.66,804.98,795.67,804.72,75027586
1996-11-12,804.72,810.78,793.03,794.09,102312069
1996-11-13,794.09,801.22,790.11,798.7,99129310
1996-11-14,798.7,810.25,795.62,809.75,103846552
1996-11-15,809.75,814.31,794.1,799.44,105693103
1996-11-18,799.43,801.05,787.71,793.29,84989655
1996-11-19,793.29,806.22,791.25,805.78,94389655
1996-11-20,805.78,819.05,805.08,808.39,96365517
1996-11-21,808.39,812.59,798.14,800.47,98253448
1996-11-22,800.47,818.66,800.47,818.37,115386207
1996-11-25,818.51,822.23,813.86,821.24,107382759
1996-11-26,821.24,827.92,811.67,825.51,108175862
1996-11-27,825.51,833.15,823.68,832.37,85050000
1996-11-29,832.37,836.15,832.37,834.01,35706897
1996-12-02,834.01,844.63,827.31,844.63,88872414
1996-12-03,844.63,855.79,836.38,837.91,117434483
1996-12-04,837.91,842.58,826.26,834.65,108003448
1996-12-05,834.65,840.9,832.24,835.8,103863793
1996-12-06,835.8,836.66,805.07,827.21,111127586
1996-12-09,827.21,856.66,827.21,856.64,98967241
1996-12-10,856.64,869.71,848.96,848.96,116641379
1996-12-11,848.96,858.2,836.1,856.38,108443103
1996-12-12,856.38,873,843.35,843.37,100217241
1996-12-13,843.37,843.37,825.49,828.45,95458621
1996-12-16,828.45,836.44,802.91,804.78,89310345
1996-12-17,804.62,816.28,798.13,815.79,105729310
1996-12-18,815.92,836.82,815.92,836.54,106482759
1996-12-19,836.54,846.52,836.54,843.73,111322414
1996-12-20,843.72,853.19,832.85,834.05,108384483
1996-12-23,834.05,837.25,821.43,824.79,83393103
1996-12-24,824.72,835.4,822,835.4,45043103
1996-12-26,835.4,843.59,835.4,842.98,66303448
1996-12-27,842.98,845.05,835.03,835.46,67289655
1996-12-30,835.19,841.32,826.49,826.49,96487931
1996-12-31,826.49,831.05,820.39,821.36,114829310
1997-01-02,821.36,825.87,806.17,815.6,84887931
1997-01-03,815.6,848.18,815.6,848.17,89506897
1997-01-06,848.52,858.18,844.43,853.25,101403448
1997-01-07,853.24,864.55,847.48,864.55,99610345
1997-01-08,864.55,867.37,852.68,853.09,114912069
1997-01-09,853.09,860.19,852.23,856.95,107232759
1997-01-10,856.95,865.58,846.49,865.58,113712069
1997-01-13,865.59,870.62,861.55,864.38,105532759
1997-01-14,864.37,886.38,864.37,881.38,108460345
1997-01-15,881.38,883.42,864.14,864.29,117443103
1997-01-16,864.37,880.52,864.37,873.63,122925862
1997-01-17,873.63,885.73,872.76,883.44,116055172
1997-01-20,883.44,903.85,882.18,899.78,102134483
1997-01-21,899.75,915.31,895.72,913.73,117560345
1997-01-22,913.73,925.52,878.22,925.52,124274138
1997-01-23,925.52,938.11,912.74,912.74,137131034
1997-01-24,912.74,915.47,896.06,898.37,124384483
1997-01-27,898.37,921.45,888.74,889.82,92720690
1997-01-28,889.82,908.34,884.17,890.79,113613793
1997-01-29,890.79,898.01,884.43,892.46,103320690
1997-01-30,892.46,911.73,892.46,911.71,112696552
1997-01-31,911.71,926.01,911.71,921.55,117101724
1997-02-03,921.55,928.31,915.17,918.01,92679310
1997-02-04,918.01,918.43,902.06,916.3,104510345
1997-02-05,916.3,916.53,875.98,887.39,117320690
1997-02-06,887.38,890.84,877.96,885.52,107498276
1997-02-07,885.52,901.64,885.29,899.84,111087931
1997-02-10,899.84,902.89,871.1,872.06,108534483
1997-02-11,872.06,881.44,856.04,871.71,112237931
1997-02-12,871.71,900.5,871.71,900.5,115384483
1997-02-13,900.5,912.28,900.5,907.54,125932759
1997-02-14,907.52,909.13,897.22,899.91,101243103
1997-02-18,899.91,901.82,888.48,897.53,97191379
1997-02-19,897.53,903.6,892.73,897.65,106224138
1997-02-20,897.72,897.72,878.27,880.28,105115517
1997-02-21,880.25,880.25,862.08,864.28,105650000
1997-02-24,864.3,880.67,853.27,880.26,98975862
1997-02-25,880.26,892.25,874.88,882.04,120841379
1997-02-26,882.04,886.83,871.64,880.74,110506897
1997-02-27,880.74,880.74,848.16,848.58,116120690
1997-02-28,848.49,858.5,835.87,850.46,118427586
1997-03-03,850.46,857,844.1,856.08,91720690
1997-03-04,856.08,869.07,856.08,862.04,102948276
1997-03-05,862.04,872.31,861.92,872.07,113810345
1997-03-06,872.07,874.28,850.99,851.51,110587931
1997-03-07,851.51,857.53,837.01,841.03,109712069
1997-03-10,841.03,854.84,829.42,854.84,97008621
1997-03-11,854.84,858.5,848.5,848.5,98925862
1997-03-12,848.5,850.64,835.17,839.32,97279310
1997-03-13,839.32,847.29,834.46,840.5,95425862
1997-03-14,840.5,850.17,838.03,838.98,101706897
1997-03-17,838.97,838.97,816.7,832.24,100146552
1997-03-18,832.24,850.87,821.35,827.57,93150000
1997-03-19,827.57,827.57,798.25,811.8,121510345
1997-03-20,811.8,827.02,804.26,821.73,108975862
1997-03-21,821.73,829.42,811.27,812.73,98468966
1997-03-24,812.73,812.73,784.54,802.37,102581034
1997-03-25,802.37,815.26,799.33,807.19,93801724
1997-03-26,807.19,834.57,807.19,834.38,102001724
1997-03-27,834.38,843.35,809.75,818.74,99991379
1997-03-31,818.74,818.74,796.47,797.06,100627586
1997-04-01,797.06,820.83,782.28,796.79,103351724
1997-04-02,796.79,797.51,779.36,783.92,100560345
1997-04-03,783.92,804.67,779.17,804.67,100084483
1997-04-04,804.67,823.9,796.81,822.4,115110345
1997-04-07,822.4,839.74,822.4,832.31,97977586
1997-04-08,832.31,840.41,826.24,840.36,90077586
1997-04-09,840.36,849.79,828.35,828.73,97248276
1997-04-10,828.73,828.73,813.19,813.43,89787931
1997-04-11,813.45,813.45,789.8,789.97,92067241
1997-04-14,789.97,806.8,785.08,806.79,81248276
1997-04-15,806.79,816.58,789.64,798,98629310
1997-04-16,797.99,803.07,787.63,798.68,99225862
1997-04-17,798.65,816.08,798.65,808.22,103553448
1997-04-18,808.22,828.37,808.22,816.43,99131034
1997-04-21,816.35,819.71,799.43,802.5,94196552
1997-04-22,802.5,818.08,793.13,818.08,106800000
1997-04-23,818.08,839.11,817.97,837.97,100744828
1997-04-24,837.97,853.69,835.14,837.75,101175862
1997-04-25,837.75,837.75,818.57,818.57,85739655
1997-04-28,818.57,833.48,812.25,829.39,78103448
1997-04-29,829.39,856.29,829.39,856.26,98865517
1997-04-30,856.26,877.95,850.95,874.74,113286207
1997-05-01,874.74,886.48,852.1,882.12,106141379
1997-05-02,882.12,909.56,882.12,909.49,124756897
1997-05-05,909.49,932.89,906.41,932.89,143989655
1997-05-06,932.77,932.77,910.33,914.9,127915517
1997-05-07,914.9,923.65,903.93,909.29,105294828
1997-05-08,909.29,926.06,903.41,919.31,106905172
1997-05-09,919.15,930.92,910.31,919.08,93932759
1997-05-12,919.14,927.97,918.05,924.64,91329310
1997-05-13,924.64,926.25,909.26,910.57,99760345
1997-05-14,910.57,915.37,900.24,909.92,105600000
1997-05-15,909.92,932.4,909.73,931.83,102655172
1997-05-16,931.79,931.79,915.12,915.29,97027586
1997-05-19,915.29,928.23,908.72,913.57,77768966
1997-05-20,913.57,942.14,912.82,942.11,91713793
1997-05-21,942.11,961.48,942.11,950.53,112912069
1997-05-22,950.17,954.42,941.65,946.1,95062069
1997-05-23,946.11,959.1,945.95,959.08,93006897
1997-05-27,959.08,984.95,956.11,984.61,109317241
1997-05-28,984.61,988.4,976.12,982.6,111524138
1997-05-29,982.6,987.04,969.66,970.54,105424138
1997-05-30,970.54,970.54,948.46,958.85,123063793
1997-06-02,958.85,967.9,950.95,958.69,95727586
1997-06-03,958.69,958.69,929.48,929.81,101105172
1997-06-04,929.81,941.99,915.96,921.96,102451724
1997-06-05,921.96,935.75,921.96,930.61,96715517
1997-06-06,930.61,946.27,926.98,944.99,101036207
1997-06-09,945.01,959.65,945.01,954.76,96355172
1997-06-10,954.56,957.89,937.89,941.18,114653448
1997-06-11,941.13,949.5,931.43,949,107534483
1997-06-12,949,955.7,936,950,108660345
1997-06-13,949.97,971.18,949.29,964.4,102391379
1997-06-16,964.4,975.99,962.54,975.99,86218966
1997-06-17,975.68,991.85,970.25,989.37,106682759
1997-06-18,989.37,989.37,970.83,971.55,101437931
1997-06-19,971.55,986.97,945.82,981.95,112368966
1997-06-20,981.95,989.25,979.14,981.41,105562069
1997-06-23,981.41,987.22,968.52,969.06,95501724
1997-06-24,969.05,986.86,969.05,986.42,108634483
1997-06-25,986.42,993.16,970.58,979.22,116012069
1997-06-26,979.22,981.39,965.95,967.34,105679310
1997-06-27,967.34,976.58,961.67,963.01,94565517
1997-06-30,963.07,970.48,955.43,957.3,109831034
1997-07-01,957.3,961.77,947.78,953.44,101556897
1997-07-02,953.44,976.05,953.44,975.93,107308621
1997-07-03,975.93,990.53,975.93,986.52,64096552
1997-07-07,986.52,999.32,986.52,991.04,94156897
1997-07-08,991.04,1005.88,989.97,1005.81,109550000
1997-07-09,1005.81,1019.18,1005.68,1010.1,122046552
1997-07-10,1010.14,1013.37,995.87,1010.04,109882759
1997-07-11,1010.07,1017.85,1002.93,1015.62,112320690
1997-07-14,1015.62,1041.88,1015.62,1041.88,116824138
1997-07-15,1041.88,1063.04,1041.88,1059.02,125332759
1997-07-16,1059,1106,1059,1103.43,144172414
1997-07-17,1103.43,1108.12,1086.93,1094.85,129463793
1997-07-18,1094.95,1094.95,1057.1,1070.99,115267241
1997-07-21,1070.99,1072.94,1051.03,1058.45,92363793
1997-07-22,1058.45,1091.15,1058.45,1090.94,111717241
1997-07-23,1090.94,1106.7,1087.15,1092.06,119531034
1997-07-24,1092.06,1092.69,1071.52,1088.18,127948276
1997-07-25,1087.91,1097.24,1078.74,1085.39,114931034
1997-07-28,1085.39,1089.88,1071.29,1075.18,101637931
1997-07-29,1075.18,1087.92,1069.25,1087.92,109017241
1997-07-30,1087.95,1104.47,1083.76,1100.98,124991379
1997-07-31,1100.99,1110.27,1096.83,1107.03,116843103
1997-08-01,1107.03,1113.99,1094.32,1108.94,100693103
1997-08-04,1108.95,1125.08,1106.05,1124.08,102293103
1997-08-05,1130.86,1139.2,1091.43,1136.41,126184483
1997-08-06,1136.41,1149.94,1129.08,1141.82,134543103
1997-08-07,1141.82,1151.82,1135.51,1135.61,128872414
1997-08-08,1135.61,1135.61,1104.48,1115.02,119250000
1997-08-11,1115.02,1116.4,1083.9,1101.18,105858621
1997-08-12,1101.18,1116.97,1090.63,1090.78,109910345
1997-08-13,1090.78,1111.84,1085.05,1099.1,111787931
1997-08-14,1099.1,1106.52,1092.25,1103.51,99289655
1997-08-15,1103.54,1103.54,1076.64,1076.67,93144828
1997-08-18,1076.65,1089.63,1060.88,1089.55,94068966
1997-08-19,1089.55,1121.18,1089.55,1121.18,112762069
1997-08-20,1121.18,1145.27,1116.8,1145.07,123022414
1997-08-21,1145.07,1145.07,1116.54,1118.72,121315517
1997-08-22,1118.72,1118.72,1079.3,1110.91,108410345
1997-08-25,1110.91,1121.81,1101.69,1107.75,97886207
1997-08-26,1107.8,1107.8,1092.96,1093.21,114627586
1997-08-27,1093.21,1098.69,1078.85,1091.89,109556897
1997-08-28,1091.89,1091.89,1064.57,1070.57,114487931
1997-08-29,1070.62,1080.71,1068.38,1074.05,85903448
1997-09-02,1074.17,1103.23,1074.17,1102.75,100668966
1997-09-03,1102.74,1114.51,1099.31,1100.44,112503448
1997-09-04,1100.44,1110.05,1098.73,1105.82,115477586
1997-09-05,1105.82,1119.85,1104.78,1111.15,111100000
1997-09-08,1111.15,1124.33,1111.15,1117.82,111731034
1997-09-09,1117.82,1128.99,1117.1,1126.73,122656897
1997-09-10,1126.73,1126.81,1102.83,1102.95,124862069
1997-09-11,1102.95,1107.6,1082.52,1105.06,122075862
1997-09-12,1105.06,1108.6,1093.61,1106.07,119131034
1997-09-15,1106.07,1108.98,1080.23,1080.29,114408621
1997-09-16,1080.29,1117.89,1080.29,1116.52,128505172
1997-09-17,1116.52,1122.4,1108.38,1108.63,132762069
1997-09-18,1108.63,1122.07,1106.67,1109.29,123834483
1997-09-19,1109.29,1118.68,1108.13,1118.68,117217241
1997-09-22,1118.68,1135.21,1118.68,1123.65,121331034
1997-09-23,1123.65,1135.56,1122.84,1135.04,130208621
1997-09-24,1135.04,1139.7,1113.6,1115.88,135255172
1997-09-25,1115.88,1119.38,1105.77,1106.48,126286207
1997-09-26,1106.48,1116.1,1102.11,1106.82,117031034
1997-09-29,1106.82,1119.08,1103.76,1118.77,109577586
1997-09-30,1118.77,1118.77,1096.85,1097.16,134436207
1997-10-01,1097.17,1110,1089.36,1102.06,167358621
1997-10-02,1102.05,1113.51,1102.05,1112.84,121548276
1997-10-03,1112.89,1135.19,1112.89,1124.44,131937931
1997-10-06,1124.44,1131.78,1121.24,1125.93,123353448
1997-10-07,1125.93,1144.15,1125.93,1140.74,134017241
1997-10-08,1140.75,1145.87,1132.21,1145.34,135587931
1997-10-09,1145.37,1153.89,1137.64,1148.21,134584483
1997-10-10,1148.21,1148.21,1137.45,1137.77,121900000
1997-10-13,1137.77,1146.12,1137.13,1140.48,112606897
1997-10-14,1140.48,1143.87,1120.3,1131.43,129187931
1997-10-15,1131.43,1131.43,1109.41,1119.07,140713793
1997-10-16,1119.07,1127.35,1089.99,1099.38,143763793
1997-10-17,1099.38,1099.38,1058.76,1075.12,158936207
1997-10-20,1075.12,1092.6,1074.21,1088.25,117872414
1997-10-21,1088.25,1110.95,1088.25,1110.55,136093103
1997-10-22,1110.55,1114.46,1098.11,1098.71,133605172
1997-10-23,1098.71,1098.71,1065.17,1074.65,141186207
1997-10-24,1074.65,1090.18,1046.77,1057.34,161420690
1997-10-27,1057.34,1057.34,975.83,978.13,156268966
1997-10-28,978.84,1050.07,925.92,1046.87,240517241
1997-10-29,1046.87,1057.35,1025.44,1029.76,155275862
1997-10-30,1029.76,1029.76,1000.7,1000.7,130018966
1997-10-31,1000.7,1027.34,1000.7,1019.62,122415517
1997-11-03,1019.62,1050.99,1019.62,1050.72,110820690
1997-11-04,1050.72,1056.09,1042.22,1047.62,108808621
1997-11-05,1047.62,1057.9,1046.25,1046.92,119913793
1997-11-06,1046.92,1048.34,1032.32,1034.17,108532759
1997-11-07,1034.17,1034.79,1010.32,1028.32,116068966
1997-11-10,1028.32,1040.05,1011.14,1011.54,101679310
1997-11-11,1011.52,1019.62,1006.83,1010.96,97855172
1997-11-12,1010.96,1010.96,978.73,980.12,121774138
1997-11-13,980.14,1005.25,971.61,1005.25,133215517
1997-11-14,1002.92,1030.32,1002.92,1027.85,121618966
1997-11-17,1027.85,1055.49,1027.85,1049.7,112565517
1997-11-18,1049.7,1051.67,1036.23,1036.31,99174138
1997-11-19,1036.31,1042.02,1030.84,1039.12,95272414
1997-11-20,1039.12,1063.52,1039.12,1062.49,118618966
1997-11-21,1062.49,1073.97,1049.43,1056.59,117086207
1997-11-24,1056.59,1056.59,1028.62,1030.22,95986207
1997-11-25,1030.22,1041.18,1026.17,1038.06,110689655
1997-11-26,1038.06,1047.25,1038.06,1044.24,89234483
1997-11-28,1044.24,1054.57,1042.72,1050.51,36194828
1997-12-01,1050.51,1079.39,1050.51,1079.23,105279310
1997-12-02,1079.23,1079.23,1050.93,1052.07,112131034
1997-12-03,1052.07,1062.93,1036.73,1061.62,123774138
1997-12-04,1061.62,1068.34,1050.39,1052.76,119848276
1997-12-05,1052.76,1070.63,1050.04,1070.27,114348276
1997-12-08,1070.27,1085.35,1070.27,1082.92,109382759
1997-12-09,1082.92,1082.92,1049.02,1050.67,138289655
1997-12-10,1050.67,1050.67,1020.54,1033.21,127867241
1997-12-11,1033.22,1033.22,995.59,1001.88,142024138
1997-12-12,1002.18,1006.82,974.15,978.49,131108621
1997-12-15,978.49,991.29,960.2,984.38,136650000
1997-12-16,984.38,1007.58,984.38,997.31,135332759
1997-12-17,997.3,1011.96,983.13,983.63,130596552
1997-12-18,983.63,984.77,956.98,966.77,127658621
1997-12-19,966.77,972.93,937.69,969.9,136989655
1997-12-22,969.89,990.81,969.49,975.67,108120690
1997-12-23,975.59,979.12,949.21,949.57,105913793
1997-12-24,949.57,959.89,937.22,938.99,53822414
1997-12-26,938.99,954.22,938.99,954.07,35293103
1997-12-29,954.07,978.67,954.07,978.53,111222414
1997-12-30,978.53,999.73,978.53,998.46,130751724
1997-12-31,998.46,1005,990.29,990.83,137148276
1998-01-02,990.8,1008.23,987.72,1008.23,74851724
1998-01-05,1008.23,1028.62,1007.25,1017.42,117510345
1998-01-06,1017.42,1018.22,1001.94,1006.29,109603448
1998-01-07,1006.29,1006.29,978.7,991.19,119196552
1998-01-08,990.97,1003.71,982.27,994.55,111215517
1998-01-09,994.54,995.51,950.14,956.19,140251724
1998-01-12,956.19,971.32,933.01,971.17,120401724
1998-01-13,971.17,995.05,971.17,995.05,127936207
1998-01-14,995.05,1001.94,983.9,996.37,119255172
1998-01-15,996.37,1004.36,986.98,995.58,113698276
1998-01-16,995.58,1008.62,995.58,1005.87,120901724
1998-01-20,1005.87,1026.88,1005.87,1026.88,123360345
1998-01-21,1026.88,1029.79,1017.37,1026.52,123594828
1998-01-22,1026.74,1029.24,1014.47,1020.63,113879310
1998-01-23,1020.63,1028.66,1015.45,1024.47,111618966
1998-01-26,1024.47,1026.9,1009.68,1016.4,101420690
1998-01-27,1016.4,1038.78,1014.36,1035.76,117336207
1998-01-28,1035.76,1064.9,1035.76,1063.2,134070690
1998-01-29,1063.22,1082.08,1059.6,1069,142753448
1998-01-30,1069,1080.26,1066.7,1071.13,125777586
1998-02-02,1071.13,1103.62,1071.13,1100.99,139331034
1998-02-03,1100.99,1113.54,1096.42,1111.26,131748276
1998-02-04,1111.25,1127.77,1107.46,1124.44,141456897
1998-02-05,1124.44,1143.49,1113.08,1114.86,149308621
1998-02-06,1114.86,1134.39,1110.46,1134.32,129968966
1998-02-09,1134.32,1138.98,1119.44,1122.72,118727586
1998-02-10,1122.68,1144.98,1121.97,1139.79,144062069
1998-02-11,1139.79,1145.48,1132.5,1138.81,131050000
1998-02-12,1138.81,1146.28,1122.48,1144.8,132682759
1998-02-13,1144.8,1144.8,1136.51,1136.69,117789655
1998-02-17,1136.64,1147.7,1125.77,1128.63,119305172
1998-02-18,1128.62,1140.74,1125.82,1140.74,118531034
1998-02-19,1140.76,1161.29,1140.76,1156.75,127391379
1998-02-20,1156.76,1163.84,1144.23,1159.73,128579310
1998-02-23,1159.73,1185.78,1159.73,1185.53,126156897
1998-02-24,1185.53,1194.99,1172.34,1172.4,133606897
1998-02-25,1172.4,1200.65,1172.4,1200.39,145700000
1998-02-26,1200.39,1207.84,1196.47,1206.97,134944828
1998-02-27,1206.92,1213.09,1194.09,1194.13,140717241
1998-03-02,1194.13,1204.12,1176.76,1177.59,128798276
1998-03-03,1177.59,1177.59,1160.93,1175.72,135020690
1998-03-04,1175.72,1181.22,1166.81,1179.87,126068966
1998-03-05,1179.87,1179.87,1123.86,1126.83,150734483
1998-03-06,1126.75,1163.11,1126.75,1163.11,136468966
1998-03-09,1163.11,1163.11,1128.37,1128.37,127472414
1998-03-10,1128.37,1148.8,1128.37,1148.61,137917241
1998-03-11,1148.61,1163.85,1146.78,1153.87,144560345
1998-03-12,1153.87,1166.43,1147.52,1163.27,130370690
1998-03-13,1163.27,1180.96,1163.27,1169.29,129705172
1998-03-16,1169.37,1181.41,1169.37,1180.17,119001724
1998-03-17,1180.17,1180.17,1158.86,1167.89,137920690
1998-03-18,1167.89,1177.62,1157.34,1177.01,130537931
1998-03-19,1177.01,1186.22,1176.62,1186.16,136084483
1998-03-20,1186.16,1190.88,1168.39,1169.43,130400000
1998-03-23,1169.43,1184.89,1162.93,1179.18,126122414
1998-03-24,1179.18,1199.84,1179.18,1197.81,138587931
1998-03-25,1197.81,1230.92,1197.81,1214.82,150284483
1998-03-26,1214.83,1223.34,1206.33,1217.94,125012069
